=||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||=
||                                                          ||
||   //////  //   //  /////   /////   /////  /////  /////   ||
||   //       // //   //  //  //  //  //     //     //      ||
||   //////    ///    /////   ////    /////  /////  /////   ||
||   //       // //   //      // //   //        //     //   ||
# [🟢][DONE][08/06/2024:04:57:13] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:57:14] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 220ms]
# [🟢][DONE][08/06/2024:04:58:42] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:58:43] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 220ms]
# [🟢][DONE][08/06/2024:04:58:47] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:58:48] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 43ms]
# [🟢][DONE][08/06/2024:04:59:07] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:04:59:07] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:04:59:07] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:04:59:07] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:04:59:13] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:59:14] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 43ms]
# [🟢][DONE][08/06/2024:04:59:28] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:59:29] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 220ms]
# [🟢][DONE][08/06/2024:04:59:34] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:04:59:34] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 43ms]
# [🟢][DONE][08/06/2024:05:00:00] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:05:00:00] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:05:00:00] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:05:00:00] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:05:00:32] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:05:00:32] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:05:00:32] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:05:00:32] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:05:00:37] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:05:00:38] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 43ms]
# [🟢][DONE][08/06/2024:05:04:13] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:05:04:13] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:05:04:13] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:05:04:13] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:05:06:16] -> [{"from":"node"}] => [Express app running on ::5501]
# [🟢][DONE][08/06/2024:05:06:16] -> [{"from":"prisma"}] => [Prisma successfully connected]
# [🟢][DONE][08/06/2024:05:06:16] -> [{"from":"prisma"}] => [Database started!]
# [🟢][DONE][08/06/2024:05:06:16] -> [{"from":"prisma"}] => [All expired token sessions dropped]
# [🟢][DONE][08/06/2024:05:06:19] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:05:06:20] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 43ms]
# [🟢][DONE][08/06/2024:05:06:24] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:05:06:25] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 220ms]
# [🟢][DONE][08/06/2024:05:06:39] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/logout HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:05:06:39] -> [{"file":"/controllers/UserController.ts"}] => [LOGOUT USER_ID:2]
# [🟢][DONE][08/06/2024:05:06:39] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/logout HTTP/1.1)>(status: 200) -- 43ms]
# [🟢][DONE][08/06/2024:05:06:55] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/login HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:05:06:55] -> [{"file":"/controllers/TokenSessionController.ts"}(🏷️IP:192.168.31.157)] => [NEW TOKEN SESSION CREATED FOR "ACCESS_TOKEN", (OWNER_ID: 2)]
# [🟢][DONE][08/06/2024:05:06:55] -> [{"file":"/controllers/TokenSessionController.ts"}(🏷️IP:192.168.31.157)] => [NEW TOKEN SESSION CREATED FOR "REFRESH_TOKEN", (OWNER_ID: 2)]
# [🟢][DONE][08/06/2024:05:06:55] -> [{"file":"/controllers/UserController.ts"}(🏷️IP:192.168.31.157)] => [NEW LOGIN FROM USER_ID: 2]
# [🟢][DONE][08/06/2024:05:06:56] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<POST /api/v1/user/login HTTP/1.1)>(status: 200) -- 462ms]
# [🟢][DONE][08/06/2024:05:06:56] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/auth HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:05:06:56] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<GET /api/v1/user/auth HTTP/1.1)>(status: 200) -- 220ms]
# [🟢][DONE][08/06/2024:05:08:02] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<OPTIONS /api/v1/user/preferred_lang HTTP/1.1)>(status: 204) -- 0ms]
# [🟢][DONE][08/06/2024:05:08:03] -> [{"from":"morgan","url":"http://192.168.31.157:5500/"}(🏷️IP:192.168.31.157)] => [🔘<PUT /api/v1/user/preferred_lang HTTP/1.1)>(status: 200) -- 43ms]
